name,slug,chains,contract_addresses,kyc_status,kyc_date,audit_status,audit_date,audit_score,verification_tier,renounced,kyc_certificate_urls,audit_report_urls,audit_certificate_urls
Gigantix Wallet,gigantix-wallet,Ethereum,,approved,2023-11-25,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Gigantix%20Wallet%20KYC%20Certificate.png,,
StoryFire,storyfire,,,approved,2024-02-01,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/StoryFire%20KYC%20Certificate.png,,
Cryptter,cryptter,,,approved,2021-01-01,none,,,kyc-only,no,,,
Monsta Corp,monsta-corp,Base,0xf5c83ea805e5aeff5de24c7da23ef246c2bf8ec7,approved,2024-12-20,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Monsta%20Corp%20KYC%20Certificate.png,,
REUCOIN,reucoin,,0xb75c6239bac16a03cd9ee51d9730eb4f47f04ba2,approved,2021-01-01,none,,,kyc-only,no,,,
Emojinu,emojinu,Ethereum,0x910c26fc1466cc64fb7ba8e8f5351e307e8aa496,approved,2023-11-14,none,,,kyc-only,no,,,
Pi Protocol,pi-protocol,,,approved,2023-03-09,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Pi%20Protocol%20KYC%20Certificate.png,,
Hitmakr,hitmakr,Ethereum,,approved,2023-11-29,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Hitmakr%20KYC%20Certificate.png,,
Skynet Protocol,skynet-protocol,,0x6df11ac62d758f266302ede219b0c6b30735fac3,approved,2023-04-18,none,,,kyc-only,no,,,
FX1,fx1,,,approved,2023-01-29,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/FX1%20KYC%20Certificate.png,,
ValiFi,valifi,,0x13031535e6f95076e0a36bc86e8aa64af3ba6961,approved,2021-01-01,none,,,kyc-only,no,,,
SafeSUN,safesun,,tba,none,,completed,,,audit-only,no,,https://github.com/Assure-DeFi/Audits/blob/main/SAFESUN_ADV_08_23_24.pdf https://github.com/Assure-DeFi/Audits/blob/main/SAFESUN_ADV_TRON_08_21_24.pdf https://github.com/Assure-DeFi/Audits/blob/main/SAFESUN_ADV_TRON_08_20_24.pdf,https://github.com/Assure-DeFi/Audit-Certificates/blob/main/SAFESUN_ADV_08_23_24.png
Pinecone Community,pinecone-community,,,approved,2021-01-01,none,,,kyc-only,no,,,
Agentify,agentify,Ethereum,,approved,2025-09-23,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Agentify%20KYC%20Certificate.png,,
Parallel AI,parallel-ai,Ethereum,0x13e4b8cffe704d3de6f19e52b201d92c21ec18bd,approved,2024-09-21,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Parallel%20AI%20KYC%20Certificate.png,,
DRVN Labo,drvn-labo,Base,0x5800f112f8802e69949059b7772367b88235ea3c,approved,2024-12-16,completed,,,full,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/DRVN%20Labo%20KYC%20Certificate.png,https://github.com/Assure-DeFi/Audits/blob/main/DRVN%20LABO_ADV_08_06_25.pdf https://github.com/Assure-DeFi/Audits/blob/main/DRVN%20LABO_ADV_07_09_25.pdf https://github.com/Assure-DeFi/Audits/blob/main/DRVN%20Labo_ADV_06_05_25.pdf,https://github.com/Assure-DeFi/Audit-Certificates/blob/main/DRVN%20LABO_ADV_08_06_25.png https://github.com/Assure-DeFi/Audit-Certificates/blob/main/DRVN%20LABO_ADV_07_09_25.png
Hadouken Finance,hadouken-finance,,,approved,2022-12-29,none,,,kyc-only,no,,,
Diamond Bank Hedge Fund,diamond-bank-hedge-fund,,,approved,2021-01-01,none,,,kyc-only,no,,,
Triassic,triassic,,,approved,2022-07-17,none,,,kyc-only,no,,,
Unicorn Nodes,unicorn-nodes,,,approved,2021-01-01,none,,,kyc-only,no,,,
AmpliFi,amplifi,,0xd23367155b55d67492dfdc0fc7f8bb1df7114fd9,approved,2022-08-26,none,,,kyc-only,no,,,
Beat Matchmaker,beat-matchmaker,Ethereum,0xc7290af237d1d3f6b207b7acb3dd186b868da500,approved,2024-12-05,none,,,kyc-only,yes,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Beat%20Matchmaker%20KYC%20Certificate.png,,
Golden Inu,golden-inu,,0x7d4984490c4c68f8ead9dddca6d04c514ef77324,approved,2023-02-08,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Golden%20Inu%20KYC%20Certificate.png,,
Bublio,bublio,Solana,,approved,2025-11-02,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Bublio%20KYC%20Certificate.png,,
KimberLite Token,kimberlite-token,Ethereum,0x4d521d9a3315d3bff083579f70e9411bf1dfd159,approved,2023-02-09,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/KimberLite%20Token%20KYC%20Certificate.png,https://github.com/Assure-DeFi/Audits/blob/main/KIMBERLITE_ST_10_26_25.pdf,https://github.com/Assure-DeFi/Audit-Certificates/blob/main/KIMBERLITE_ST_10_26_25.png
Sentinel Incubator,sentinel-incubator,,tba,none,,completed,,,audit-only,no,,,
OPAL Exchange,opal,Ethereum,0x199e2cfaf8b4f2cc5423971ef3749d1c89cf815c,none,2025-10-06,completed,,,audit-only,no,,https://github.com/Assure-DeFi/Audits/blob/main/OPAL_ADV_10_06_25.pdf https://github.com/Assure-DeFi/Audits/blob/main/OPAL_ADV_09_29_25.pdf https://github.com/Assure-DeFi/Audits/blob/main/OPAL_ADV_09_25_25.pdf,https://github.com/Assure-DeFi/Audit-Certificates/blob/main/OPAL_ADV_10_06_25.png
FanVerse,fanverse,,,approved,2021-01-01,none,,,kyc-only,no,,,
EarthMeta,earthmeta,,0x708383ae0e80e75377d664e4d6344404dede119a,approved,2024-05-31,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/EarthMeta%20KYC%20Certificate.png,,
ReiGroup,reigroup,,,approved,2022-06-02,none,,,kyc-only,no,,,
AfterBurner Finance,afterburner-finance,,,approved,2022-07-25,none,,,kyc-only,no,,,
DOUG,doug,Solana,dzkrsetn9ypwzabqtuab5uzdouyvruqk3hvd3wwkevry,approved,2025-12-11,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/DOUG%20KYC%20Certificate.png,,
Heal The World LLC,heal-the-world-llc,,0x383b0b2ce2e1757b5e1d087d8f36013ea595541a,approved,2021-01-01,none,,,kyc-only,no,,,
Safereum 2.0,safereum-20,Ethereum,,rejected,2023-10-11,none,,,rejected,no,,,
Hushr,hushr,Ethereum,0x8079751edb6bf16078b07585ee60010f430617d5,approved,2025-07-03,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Hushr%20KYC%20Certificate.png,,
Myusic AI,myusic-ai,Ethereum,t1 | t2,approved,2025-09-01,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Myusic%20AI%20KYC%20Certificate.png,,
BloodLoop,bloodloop,,0xe57528d817c6bb52fa11a25bf899403a6e312ee9,approved,2023-09-08,completed,2023-09-09,90,full,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/BloodLoop%20KYC%20Certificate.png,https://github.com/Assure-DeFi/Audits/blob/main/BloodLoop_ERC%2020%20Token_09-09-2023.pdf,
Winks.fun,winks-fun,Ethereum,,approved,2024-11-06,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Winks.fun%20KYC%20Certificate.png,,
CATE,cate,Ethereum,0xa00453052a36d43a99ac1ca145dfe4a952ca33b8,none,,completed,,,audit-only,yes,,https://github.com/Assure-DeFi/Audits/blob/main/CATE_ADV_09_18_24.pdf,https://github.com/Assure-DeFi/Audit-Certificates/blob/main/CATE_ADV_09_18_24.png
BuildAI,buildai,Ethereum,0x73454acfddb7a36a3cd8eb171fbea86c6a55e550,approved,2024-02-24,none,,,kyc-only,yes,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/BuildAI%20KYC%20Certificate.png,,
OnlyPUMP,onlypump,BSC,0xb13e7b5ca6aaf73420a2d786aa12540183042549,none,2025-08-05,completed,,,audit-only,no,,https://github.com/Assure-DeFi/Audits/blob/main/OnlyPUMP_ADV_11_08_25.pdf https://github.com/Assure-DeFi/Audits/blob/main/OnlyPump_Fee%20Manager_10_25_25.pdf https://github.com/Assure-DeFi/Audits/blob/main/OnlyPUMP_Fee%20Manager_10_16_25.pdf https://github.com/Assure-DeFi/Audits/blob/main/ONLYPUMP_ADV_08_05_25.pdf https://github.com/Assure-DeFi/Audits/blob/main/OnlyPUMP_ADV_07_16_25.pdf https://github.com/Assure-DeFi/Audits/blob/main/ONLYPUMP_ADV_07_03_25.pdf,https://github.com/Assure-DeFi/Audit-Certificates/blob/main/OnlyPump_Fee%20Manager_10_25_25.png https://github.com/Assure-DeFi/Audit-Certificates/blob/main/ONLYPUMP_ADV_08_05_25.png
CreateAI,createai,Ethereum,0xa2d4af83f7403285bc1041700737663f8ac43380,approved,2024-08-17,none,,,kyc-only,yes,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Create%20AI%20KYC%20Certificate.png https://github.com/Assure-DeFi/KYC-Certificates/blob/main/CreateAI%20KYC%20Certificate.png,,
ProphetBots,prophetbots,Ethereum,0xafb676bd0a268e5a95a8a3d7b5b4b85bf44141ab,approved,2023-11-10,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Prophetbots%20KYC%20Certificate.png,https://github.com/Assure-DeFi/Audits/blob/main/ProphetBots_Router_V4_REV%202_1_24.pdf https://github.com/Assure-DeFi/Audits/blob/main/ProphetBots_Router_01_19_24.pdf https://github.com/Assure-DeFi/Audits/blob/main/ProphetBots_Router_V3_01_23_24.pdf https://github.com/Assure-DeFi/Audits/blob/main/Prophet%20Bots_Router_V2_01_19_24.pdf,https://github.com/Assure-DeFi/Audit-Certificates/blob/main/PROPHETBOTS_ROUTER_01_19_24.png
YieldRone,yieldrone,Ethereum,0x376e23eb751b4722ceee123c924aca46f23e1ca1,none,,completed,2024-02-14,89,audit-only,no,,https://github.com/Assure-DeFi/Audits/blob/main/YIELDRONE_ERC%2020%20Token_02_14_2024.pdf https://github.com/Assure-DeFi/Audits/blob/main/YIELDRONE_ERC%2020%20Token_02_13_2024.pdf,https://github.com/Assure-DeFi/Audit-Certificates/blob/main/YIELDRONE_ERC%2020%20Token_02_14_2024.png
PAYDAX,paydax,Ethereum,0xb69c715906db6476846cefcb437555e1232ce3ab,approved,2025-09-21,completed,,,full,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/PAYDAX%20KYC%20Certificate.png,https://github.com/Assure-DeFi/Audits/blob/main/PAYDAX_ST_09_19_25.pdf,https://github.com/Assure-DeFi/Audit-Certificates/blob/main/PAYDAX_ST_09_19_25.png
Meme Soccer Goal,meme-soccer-goal,Manta,0xea11287c654b069b5d02d9f885447b6b363a4609,approved,2024-10-19,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Meme%20Soccer%20Goal%20KYC%20Certificate.png,,
BlastUP,blastup,Blast,,approved,2024-03-05,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/BlastUP%20KYC%20Certificate.png,,
WASPvsBEE,waspvsbee,,,approved,2021-01-01,none,,,kyc-only,no,,,
Cloak Network,cloak-network,Ethereum,0xde496a902836601e86e79d5b10e713c95580640b,none,2025-06-17,completed,,,audit-only,no,,https://github.com/Assure-DeFi/Audits/blob/main/CLOAK_ADV_06_16_25.pdf,https://github.com/Assure-DeFi/Audit-Certificates/blob/main/CLOAK_ADV_06_16_25.png
Dongo.ai,dongo-ai,Ethereum,0x8c213ae332274e6314bf4cf989604e7f61162967,approved,2024-04-14,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Dongo.ai%20KYC%20Certificate.png,,
Forest Financial,forest-financial,,,approved,2021-01-01,none,,,kyc-only,no,,,
Superman Coin,superman-coin,Ethereum,0x3a548fc09ad72bcf2a2f8a5753c182d242ba89ae,approved,2023-09-29,completed,2023-10-13,90,full,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Superman%20Coin%20KYC%20Certificate.png,https://github.com/Assure-DeFi/Audits/blob/main/Superman%20Coin_ERC%2020%20Token_10_13_2023.pdf,https://github.com/Assure-DeFi/Audit-Certificates/blob/main/Superman%20Coin_ERC%2020%20Token_10_13_2023.png
Beezle AI,beezle-ai,Ethereum,0x3a268d20419771a77297bbf2da4c6853a3cef25e,approved,2025-01-31,none,,,kyc-only,yes,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/%20Beezle%20AI%20KYC%20Certificate.png,,
World Compute Network,world-compute-network,Ethereum,0xc3698f2f34e8396f7915c1b9fc10966525074291,none,,completed,,,audit-only,no,,https://github.com/Assure-DeFi/Audits/blob/main/World%20Compute%20Network_TOKEN_11_01_24.pdf https://github.com/Assure-DeFi/Audits/blob/main/World%20Compute%20Network_TOKEN_10_29_24.pdf,https://github.com/Assure-DeFi/Audit-Certificates/blob/main/World%20Compute%20Network_TOKEN_11_01_24.png
Node Puppy Club,node-puppy-club,,,approved,2021-01-01,none,,,kyc-only,no,,,
Magenta,magenta,Ethereum,,approved,2025-08-12,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Magenta%20KYC%20Certificate.png,,
Silica Utility Token,silica-utility-token,BSC,0x70e1bc7e53eaa96b74fad1696c29459829509be2,approved,2023-07-13,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Silica%20Utility%20Token%20KYC%20Certificate.png,,
Donate Financial,donate-financial,,,approved,2021-01-01,none,,,kyc-only,no,,,
Griffin Finance,griffin-finance,,,approved,2021-01-01,none,,,kyc-only,no,,,
OBAMA CEO,obama-ceo,BSC,0xd1bf057d2b9760947fd968ca89e82ac5f31a2109,rejected,2023-05-01,none,,,rejected,no,,,
Space Bots,space-bots,,,approved,2021-01-01,none,,,kyc-only,no,,,
Options Ai,options-ai,Ethereum,0xb67cf01958b1a06c330f5a46501fe1fb2ec82aaa,approved,2024-12-04,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Options%20Ai%20KYC%20Certificate.png,,
Kuku World,kuku-world,BSC,0x0293cd84d7c67d508dea8d8dd28a9c4e8bd1b8fa,approved,2023-09-15,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Kuku%20World%20KYC%20Certificate.png,,
MicroGPT,microgpt,Ethereum,0x8cedb0680531d26e62abdbd0f4c5428b7fdc26d5,approved,2024-08-01,none,,,kyc-only,yes,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/MicroGPT%20KYC%20Certificate.png,,
PolySAFU,polysafu,,,approved,2021-01-01,none,,,kyc-only,no,,,
Corkscrew Financial,corkscrew-financial,,0x2f13f452b601ac73113c6585cacdcceaef060cbe,approved,2021-01-01,none,,,kyc-only,no,,,
Monolitify,monolitify,Ethereum,0xa908e871b3a70ed2331fce180aaa871e9536133f,approved,2023-12-28,none,,,kyc-only,yes,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Monolitify%20KYC%20Certificate.png,https://github.com/Assure-DeFi/Audits/blob/main/Monolitify_Token_12_30_23.pdf,
KeySea,keysea,Linea,0x28c0c1b47021c9d7bbd26c83eea448f377f9600a,approved,2023-10-20,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/KeySea%20KYC%20Certificate.png,,
Website AI,website-ai,Ethereum,,approved,2023-10-12,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Website%20AI%20KYC%20Certificate.png,https://github.com/Assure-DeFi/Audits/blob/main/WebsiteAI_STAKING_02_17_24.pdf https://github.com/Assure-DeFi/Audits/blob/main/Website%20AI_Staking%20Contract_11_27_23.pdf,
BiggerMINDS,biggerminds,,0x92876c3a3e2b0788c841587a14989392a555bffe,approved,2021-01-01,none,,,kyc-only,no,,,
CPA,cpa,Base,0xb60da3b856ea9d55828e8d08c10da118856ade2c,approved,2025-10-20,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/CPA%20KYC%20Certificate.png,,
Compute Credits,compute-credits,Ethereum,,approved,2024-10-10,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Compute%20Credits%20KYC%20Certificate.png,,
ICB Network,icb-network,,,approved,2024-03-26,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/ICB%20Network%20KYC%20Certificate.png,https://github.com/Assure-DeFi/Audits/blob/main/ICB%20Network_Vesting_04_18_24.pdf,
Pepe Killer,pepe-killer,,0x49253b1dd140200323350c0f7e3fd40fc1cb6ee1,approved,2023-05-30,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Pepe%20Killer%20KYC%20Certificate.png,,
AISatoshi,aisatoshi,,0xcd195f8a533ba33b2b1f0a39234284f07d88b9aa,approved,2023-05-25,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/AISatoshi%20KYC%20Certificate.png,,
Uniforge Network,uniforge,Ethereum,,approved,2023-10-12,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Uniforge%20KYC%20Certificate.png,,
ChainSwap,chainswap,Ethereum,0xae41b275aaaf484b541a5881a2dded9515184cca,approved,2024-03-13,completed,2024-03-28,89,full,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/ChainSwap%20KYC%20Certificate.png,https://github.com/Assure-DeFi/Audits/blob/main/CSWAP_TOKEN_03_28_24.pdf,
0xHuntBot,0xhuntbot,Ethereum,,approved,2023-12-13,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/0xHuntBot%20KYC%20Certificate.png,,
Dogewhale,dogewhale,,0x43adc41cf63666ebb1938b11256f0ea3f16e6932,approved,2021-01-01,none,,,kyc-only,no,,,
Pillar Finance,pillar-finance,Ethereum,0x6a1d6a577b17b425f3437c8a7c2c4d3a161816d8,approved,2024-12-19,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Pillar%20Finance%20KYC%20Certificate.png,,
Twenty 4 Seven,twenty-4-seven,BSC,0x4cb10a0216bdaa44035dfffc49323d269f66fcd7,approved,2023-06-29,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Twenty%204%20Seven%20KYC%20Certificate.png,,
ZetherNetwork,zethernetwork,Solana,ajydnwribqqz97wthk3chmvhsek51rgwmrxg8txfvgcr,approved,2024-07-01,completed,,,full,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/ZetherNetwork%20KYC%20Certificate.png,,
mQsala,mqsala-coin,BSC,0x091b8ada4885f7a5514c7d4b1b59fec4eb61fc6d,approved,2025-07-03,completed,,,full,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/mQsala%20KYC%20Certificate.png,https://github.com/Assure-DeFi/Audits/blob/main/MQSALA_ADV_07_04_25.pdf https://github.com/Assure-DeFi/Audits/blob/main/MQSALA_ADV_07_01_25.pdf https://github.com/Assure-DeFi/Audits/blob/main/MQSALA_ADV_06_30_25.pdf,https://github.com/Assure-DeFi/Audit-Certificates/blob/main/MQSALA_ADV_07_04_25.jpeg
Galaxy,galaxy-glx,Ethereum,,approved,2024-05-31,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Galaxy%20KYC%20Certificate.png,,
Ordinals BTC,ordinals-btc,Ethereum,,rejected,2023-02-11,none,,,rejected,no,,,
Sushi Game,sushi-game,,,approved,2021-01-01,none,,,kyc-only,no,,,
Apefarmer,apefarmer,,0x313cbfd67f4e98fd94f3e5387bbec48d078aa3a4,approved,2021-01-01,none,,,kyc-only,no,,,
IgnitePad,ignitepad,Solana,3vxqycgfvd9148ckbe857d7rahtevnorsmvxynld66hf,approved,2023-11-08,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/IgnitePad%20KYC%20Certificate.png,,
Kronos Bot,kronos-bot,Ethereum,0x37f5ac1b0c1a07d19270983d6889c181a0a3d6f7,approved,2024-10-10,none,,,kyc-only,yes,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Kronos%20Bot%20KYC%20Certificate.png,,
Quick Intel,quick-intel,Ethereum,0xbcd4d5ac29e06e4973a1ddcd782cd035d04bc0b7,approved,2024-03-13,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Quick%20Intel%20KYC%20Certificate.png,,
Kiwi Swap,kiwi-swap,Ethereum,0xcca28c3aba68ae6dc88f63ceb43efa11a9ca144e,approved,2025-06-09,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Kiwi%20Swap%20KYC%20Certificate.png,,
Bornhub,bornhub,Solana,4pl7s5es9df1xivkiagw5jqtukvolzg7ohddipdqenfjk,approved,2024-04-07,completed,2024-04-12,90,full,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Bornhub%20KYC%20Certificate.png,https://github.com/Assure-DeFi/Audits/blob/main/BORNHUB_TOKEN_04_12_24.pdf,https://github.com/Assure-DeFi/Audit-Certificates/blob/main/BORNHUB_TOKEN_04_12_24.png
Metadapp,metadapp,Ethereum,,approved,2024-02-29,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Metadapp%20KYC%20Certificate.png,,
The PepeFather,the-pepefather,,,approved,2023-05-23,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/The%20PepeFather%20KYC%20Certificate.png,,
Solcubator,solcubator,,,approved,2021-01-01,none,,,kyc-only,no,,,
BloxSIM,bloxsim,Ethereum,0xeaebb6cd3a1f9b9cad725d0189ba5bfea25a9d76,none,,completed,,,audit-only,yes,,https://github.com/Assure-DeFi/Audits/blob/main/BloxSIM_ADV_10_08_24.pdf https://github.com/Assure-DeFi/Audits/blob/main/BloxSIM_ADV2_10_08_24.pdf,https://github.com/Assure-DeFi/Audit-Certificates/blob/main/BloxSIM_ADV_10_08_24.png
TDX,tdx,BSC,,approved,2025-04-04,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/TDX%20KYC%20Certificate.png,,
Keeplin Token,keeplin-token,Ethereum,,approved,2025-08-27,none,,,kyc-only,no,,,
MINKSWAP,minkswap,,0x3d7f4af227ee9bbf7119c36289183b95a04dbbee,approved,2022-09-13,none,,,kyc-only,no,,,
Fluidity Protocol,fluidity-protocol,,,approved,2021-01-01,none,,,kyc-only,no,,,
DogeShibaFlokiKabosuBoneElonMars69Inu,DogeShibaFlokiKabosuBoneElonMars69Inu,Ethereum,0xcf389c8883ac2f212800793b6aaa2ad7424b7f8d,approved,2023-08-20,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/DogeShibaFlokiKabosuBoneElonMars69Inu%20KYC%20Certificate.png,,
BomberZilla,bomberzilla,,0xbe1c4aca222d23bb877566de091d77e870abc3bd,approved,2022-12-08,none,,,kyc-only,no,,,
Oshikuru,oshikuru,Ethereum,0x25156acc07ac2cfb09901caf242a14f94e76d1d3,approved,2023-06-24,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Oshikuru%20KYC%20Certificate.png,,
MUGA,muga,Solana,dqtartcju29mokbpnsnkh3tza9mrb68gcwvssbldsafe,approved,2025-10-31,completed,,,full,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/MUGA%20KYC%20Certificate.png,https://github.com/Assure-DeFi/Audits/blob/main/MUGA%20EARN_SOL_10_30_25.pdf,https://github.com/Assure-DeFi/Audit-Certificates/blob/main/MUGA_SOL_10_30_25.png.png
Seismic CB,seismic-cb,,0x6602d72a77235bd0666c141989831ad435b1552a,approved,2023-04-21,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Seismic%20CB%20KYC%20Certificate.png,,
Norexa,norexa,Ethereum,0xde860ac02d0f22363da499577ca7894afd8c98b4,approved,2025-07-18,none,,,kyc-only,yes,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Norexa%20KYC%20Certificate.png,https://github.com/Assure-DeFi/Audits/blob/main/NOREXA_YieldOptimizer_10_13_25.pdf https://github.com/Assure-DeFi/Audits/blob/main/NOREXA_YieldOptimizer_09_23_25.pdf https://github.com/Assure-DeFi/Audits/blob/main/NOREXA_ADV_07_24_25.pdf https://github.com/Assure-DeFi/Audits/blob/main/NOREXA_ADV_07_20_25.pdf,https://github.com/Assure-DeFi/Audit-Certificates/blob/main/NOREXA_ADV_07_24_25.png
SeleneGameFi,selenegamefi,,,approved,2021-01-01,none,,,kyc-only,no,,,
KEI Finance,kei-finance,Arbitrum,,approved,2023-09-26,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/KEI%20Finance%20KYC%20Certificate.png,,
Survivor Protocol,survivor-protocol,,,approved,2022-06-10,none,,,kyc-only,no,,,
