name,slug,chains,contract_addresses,kyc_status,kyc_date,audit_status,audit_date,audit_score,verification_tier,renounced,kyc_certificate_urls,audit_report_urls,audit_certificate_urls
METCHAIN,metchain,,,approved,2023-02-21,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/METCHAIN%20KYC%20Certificate.png,,
Zombie Network,zombie-network,,,approved,2021-01-01,none,,,kyc-only,no,,,
EMOJINU,emojinu-1,,,approved,2021-01-01,none,,,kyc-only,no,,,
Poseidon Finance,poseidon-finance,,,approved,2021-01-01,none,,,kyc-only,no,,,
TriviAgent,triviagent,Base,0x0e6214f42992683a9177ce65d022f163d7bbd1d2,approved,2025-09-14,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/TriviAgent%20KYC%20Certificate.png,,
Kiss & Kitties,kiss-&-kitties,Ethereum,0xc2193d9f8e056ec9c43b59a29b53d9c6190147a4,approved,2023-12-29,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Kiss%20%26%20Kitties%20KYC%20Certificate.png,,
OTO Protocol,oto-protocol,,0x3e5a9f09923936427ad6e487b24e23a862fcf6b7,approved,2021-01-01,none,,,kyc-only,no,,,
Ordinal Satoshi,ordinal-satoshi,Ethereum,,approved,2023-06-17,none,,,kyc-only,no,,,
KAP Games,kap-games,Ethereum,0x9625ce7753ace1fa1865a47aae2c5c2ce4418569,approved,2024-03-11,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/KAP%20Games%20KYC%20Certificate.png,,
Gleek,gleek,,0x31f4d3122c117288cc5ffa239464fb0456dcb867,approved,2023-06-24,none,,,kyc-only,no,,,
Skeletal Cats,skeletal-cats,,0x517a5d9b9a531576713dea44eb13c66b08305b21,approved,2022-05-30,none,,,kyc-only,no,,,
Milestone Millions,milestone-millions,Bitrock,,approved,2023-08-26,completed,2023-09-13,80,full,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Milestone%20Millions%20KYC%20Certificate.png,https://github.com/Assure-DeFi/Audits/blob/main/MileStoneMillions_ERC%2020%20Token_09_13_2023.pdf,https://github.com/Assure-DeFi/Audit-Certificates/blob/main/Milestone%20Millions_ERC%2020%20Token_09_13_2023.png
The Black DAO,the-black-dao,,0x48983d42ddc25e98b738c231c022e22ef0a851cc,approved,2022-08-03,none,,,kyc-only,no,,,
InfraX,infrax,Ethereum,0xe9eccde9d26fcbb5e93f536cfc4510a7f46274f8,approved,2024-05-28,none,,,kyc-only,yes,,,
IRIS,iris,Ethereum,0xf392dc113ec3168923512750b57a4fabfb4789ba,approved,2025-05-09,none,,,kyc-only,yes,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/IRIS%20KYC%20Certificate.png,,
Brianiac Farm,brianiac-farm,,0x39317b8a1ae06c30bb615d88cdc5522781499f1c,approved,2021-01-01,none,,,kyc-only,no,,,
RagnarokDAO,ragnarokdao,,,approved,2021-01-01,none,,,kyc-only,no,,,
Meuse,meuse,,,approved,2021-01-01,none,,,kyc-only,no,,,
STONKERS,stonkers,Ethereum,0x706abff8bb86ba0b38e66a9043e06a424b9e6bb5,approved,2023-06-27,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Stonkers%20KYC%20Certificate.png,,
I WANT MY ROI,i-want-my-roi,BSC,0xe893370a3d341237470eed11cb5e3165aa62f37d,approved,2023-11-22,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/I%20WANT%20MY%20ROI%20KYC%20Certificate.png,,
Fort Knox DAO,fort-knox-dao,,,approved,2021-01-01,none,,,kyc-only,no,,,
BonsaiSwap,bonsaiswap,Ethereum,0xa3b42a54df6d28092c5d2717ace4f9e48a841885,approved,2023-08-22,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/BonsaiSwap%20KYC%20Certificate.png,,
Elite Vault Protocol,elite-vault-protocol,,,approved,2021-01-01,none,,,kyc-only,no,,,
Mona Token,mona-token,Ethereum,0xb94acdf8662cd955f137e0c9c9fba535c87b57b4,approved,2023-10-05,none,,,kyc-only,yes,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Mona%20Token%20KYC%20Certificate.png,,
Tax Officers VS Degens,tax-officers-vs-degens,,,approved,2021-01-01,none,,,kyc-only,no,,,
SpinLaunch,spinlaunch,,5p2teqth4edcczutjt3ck7ynzxxhnt8g4sjshtuqfrmf,none,,completed,,,audit-only,no,,https://github.com/Assure-DeFi/Audits/blob/main/SPINLAUNCH_TOKEN_SOL_08_02_24.pdf,https://github.com/Assure-DeFi/Audit-Certificates/blob/main/SPINLAUNCH_TOKEN_SOL_08_02_24.png
Richie Rich,richie-rich,,9xjibxqm8ykk345cmtrwsfovexvgzxk1xzd4bdtebtcv,approved,2025-04-15,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Richie%20Rich%20KYC%20Certificate.png,,
Wrapped Platform,Wrapped-platform,Bitrock,,approved,2023-08-28,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Wrapped%20Platform%20KYC%20Certificate.png,,
AIMINDS,aiminds,,0x0ed78cd03df0197f5a207f077637725cbf821dcf,approved,2023-06-07,none,,,kyc-only,no,,,
HODLVERSE,hodlverse,,0x68df07d46c719503e5a786620b8dda84a1e2e29b,approved,2021-01-01,none,,,kyc-only,no,,,
Tradecurve,tradecurve,,0x923607a06aa8f1c525a5bb2d921cf85e625be776,approved,2023-04-27,none,,,kyc-only,no,,,
BitDegree,bitdegree,Ethereum,0x1961b3331969ed52770751fc718ef530838b6dee,approved,2023-12-26,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/BitDegree%20KYC%20Certificate%201.png,,
Alpha City,alpha-city,Ethereum,,approved,2023-12-06,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Alpha%20City%20KYC%20Certificate.png,https://github.com/Assure-DeFi/Audits/blob/main/Alpha%20City_ERC%2020%20Token_12_6_23.pdf https://github.com/Assure-DeFi/Audits/blob/main/Alpha%20City_%20ERC%2020%20token_11_23_2023.pdf https://github.com/Assure-DeFi/Audits/blob/main/Alpha%20City_%20ERC%2020%20token_11_21_2023.pdf https://github.com/Assure-DeFi/Audits/blob/main/Alpha%20City_ERC%20Token_25_11_23.pdf,
Node Aggregator Capital,node-aggregator-capital,,0x803e78269f7f013b7d13ba13243be10c66418a70,approved,2021-01-01,none,,,kyc-only,no,,,
Trust Launchpad,trust-launchpad,BSC,,approved,2024-04-07,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Trust%20Launchpad%20KYC%20Certificate.png,,
MetaReset,metareset,Ethereum,0xb70eaf5d316192881aac8786c90b7907b83f02e8,approved,2024-06-21,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/MetaReset%20KYC%20Certificate.png,,
A girl and a doodle,a-girl-and-a-doodle,Ethereum,,approved,2024-12-15,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/A%20girl%20and%20a%20doodle%20KYC%20Certificate.png,,
Army,army,,,approved,2021-01-01,none,,,kyc-only,no,,,
Infinaeon,infinaeon,Ethereum,tba,approved,2024-08-23,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Infinaeon%20KYC%20Certificate.png,,
Grey Token,grey-token,,,approved,2021-01-01,none,,,kyc-only,no,,,
Xodus.Finance,xodus-finance,,,approved,2021-01-01,none,,,kyc-only,no,,,
BLOX Finance,blox-finance,Arbitrum,0xd9cc19bb189524a33505eb348540d222045c9516,rejected,2023-03-09,none,,,rejected,no,,,
Decenter AI,decenter-ai,Ethereum,0x781db9a4d8ae055571e8796dd4423bc13cee5dd6,approved,2025-05-15,completed,,,full,yes,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/DeCenter%20AI%20KYC%20Certificate.png,https://github.com/Assure-DeFi/Audits/blob/main/DecenterAI_ST_05_14_25.pdf https://github.com/Assure-DeFi/Audits/blob/main/DecenterAI_ST2_05_14_25.pdf,https://github.com/Assure-DeFi/Audit-Certificates/blob/main/DecenterAI_ST_05_14_25.png
AQUA PROTOCOL,aqua-protocol,,,approved,2022-05-25,none,,,kyc-only,no,,,
Privix,privix,Ethereum,0xafb942e2a12ac0861ad81b5c37682f588912c1d9,approved,2025-01-27,completed,,,full,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Privix%20KYC%20Certificate.png,https://github.com/Assure-DeFi/Audits/blob/main/PRIVIX_L1_07_19_25.pdf https://github.com/Assure-DeFi/Audits/blob/main/PRIVIX_L1_07_09_25.pdf,https://github.com/Assure-DeFi/Audit-Certificates/blob/main/PRIVIX_L1_07_19_25.png
Vice Token,vice-token,,tba,none,,completed,,,audit-only,no,,https://github.com/Assure-DeFi/Audits/blob/main/VICE_ADV_08_21_24.pdf,
Winbit Casino,winbit-casino,Solana,ff71mvjygmegcjrjvdlukthhuppfnvxyvpcwdq7vpsxd,approved,2024-05-16,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Winbit%20Casino%20KYC%20Certificate.png,,
Send It,send-it,Ethereum,0xc7f44702e3d38b8a3ceb11c2734045fde887e5b2,approved,2023-06-11,none,,,kyc-only,no,,,
MAIV,maiv,Ethereum,,approved,2024-05-01,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/MAIV%20KYC%20Certificate.png,,
FantomPrinter,fantomprinter,,0x2e1c341adf704e232fe9d4d5983289d715d29eb7,approved,2021-01-01,none,,,kyc-only,no,,,
Fleximine,fleximine,Ethereum,0x0cc0e8286fc023bc39380232290b5e6b8cb4510c,approved,2024-01-15,completed,2024-03-17,86,full,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Fleximine%20KYC%20Certificate.png,https://github.com/Assure-DeFi/Audits/blob/main/FLEXIMINE_TOKEN_03_17_24.pdf,
FusionX Finance,fusionx-finance,,0x272465431a6b86e3b9e5b9bd33f5d103a3f59edb | 0x45e6f621c5ed8616ccfb9bbaebacf9638abb0033 | 0x8a74c5e686d33c5fe5f98c361f6e24e35e899ef6,approved,2023-04-13,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/FusionX%20Finance%20KYC%20Certificate.png,,
Metaverse Game,metaverse-game,,,approved,2022-08-09,none,,,kyc-only,no,,,
World Cup Inu,world-cup-inu,,0xc5a9bc46a7dbe1c6de493e84a18f02e70e2c5a32,approved,2022-10-21,none,,,kyc-only,no,,,
Harmony Nodes,harmony-nodes,,,approved,2021-01-01,none,,,kyc-only,no,,,
Smolting Inu,smolting-inu,,0x553539d40ae81fd0d9c4b991b0b77be6f6bc030e,approved,2022-04-20,none,,,kyc-only,no,,,
CryptiQ WEB3 Ecosystem,cryptiq-web3-ecosystem,Ethereum,0xda5fab7affc6dffd24d60e23153d241a3d9f9603,approved,2023-11-18,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/CryptiQ%20WEB3%20Ecosystem%20KYC%20Certificate.png,,
Pounder Protocol,pounder-protocol,,0xbc6246f22f5d6a883e5accb69016655e1744393c,approved,2022-05-04,none,,,kyc-only,no,,,
Smart Money,smart-money,Ethereum,0xddcc69879e1d2376ce799051afa98c689f234cca,approved,2024-03-09,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Smart%20Money%20%20KYC%20Certificate.png,,
DollarChain,dollarchain,,0x3d465db36c1e12d3643c73febf4a2b789e36b278,approved,2023-04-25,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/DollarChain%20KYC%20Certificate.png,,
Rethink,rethink,,,approved,2021-01-01,none,,,kyc-only,no,,,
G Revolution by Good Empire,g-revolution-by-good-empire,,0xceea5a0851fda904b0c01bc17107daa7776aa76a | 0x8d2d51a8802ea18844ea287b82f43ab322a9593e | 0x23aabf50536bf6ac9fca3f5a27085a85de82eea3,approved,2023-05-23,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/G%20Revolution%20by%20Good%20Empire%20KYC%20Certificate.png,,
Pledge Utility Coin,pledge-utility-coin,,0xc9dc172bb1f1afe84d303c2f84b7b70a134a5d38,approved,2022-06-16,none,,,kyc-only,no,,,
Neboola,neboola,Ethereum,0x0b176fbf6b86020b6e8aa9125c69da50781e51dc,approved,2023-12-07,none,,,kyc-only,yes,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Neboola%20KYC%20Certificate.png,,
RIP Reflection Coin,rip-reflection-coin,,,approved,2021-01-01,none,,,kyc-only,no,,,
0xETH DAO,0xeth-dao,Ethereum,,approved,2024-04-09,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/0xETH%20DAO%20KYC%20Certificate.png,,
Flamer Life AI,flamer-life-ai,,,approved,2023-02-28,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Flamer%20Life%20AI%20KYC%20Certificate.png,,
Aztec Nodes,aztec-nodes,,,approved,2021-01-01,none,,,kyc-only,no,,,
Artify,artify,,,approved,2023-03-04,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Artify%20KYC%20Certificate.png,,
ImpDAO,impdao,,,approved,2021-01-01,none,,,kyc-only,no,,,
Joi AI,joi-ai,Ethereum,0xff51f8c96b2da5eb0daa1b008951f4b37295d3e7,approved,2023-12-05,none,,,kyc-only,yes,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Joi%20AI%20KYC%20Certificate.png,https://github.com/Assure-DeFi/Audits/blob/main/JOI%20AI_ERC%2020%20token_12_6_23.pdf.pdf https://github.com/Assure-DeFi/Audits/blob/main/JOI%20AI_%20ERC%2020%20Token_12%3A5%3A23.pdf,https://github.com/Assure-DeFi/Audit-Certificates/blob/main/JOI%20AI_ERC%2020%20Token_12_6_23.png
Super COCK,super-cock,BSC,0x83ab84df2821b686126d4fc0738e2d97cada8b30,approved,2023-11-11,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Super%20COCK%20KYC%20Certificate.png,,
TIGA,tiga,Base,,approved,2024-10-08,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/TIGA%20KYC%20Certificate.png,,
Genesis : The Origin of NFT Evolution,genesis-the-origin-of-nft-evolution,,0xa9b584ec492cf6f641c9d37ea23bf5229139b419,approved,2021-01-01,none,,,kyc-only,no,,,
Horde,horde,,0x0069ff45ea9f7c28e0a2dedb9bef8144af8131bc,approved,2021-01-01,none,,,kyc-only,no,,,
MANACOIN,manacoin,Ethereum,0xa1db57defd15be659cfbc612a13195adf5b237c6,none,,completed,2023-09-20,81,audit-only,yes,,https://github.com/Assure-DeFi/Audits/blob/main/ManaCoin_ERC%2020%20Token_09-21-2023.pdf https://github.com/Assure-DeFi/Audits/blob/main/ManaCoin_MNC_Assure%20DeFi%20Audit.pdf,https://github.com/Assure-DeFi/Audit-Certificates/blob/main/Manacoin_ERC%2020%20Token_09_20_2023.png
Monad Pad,monad-pad,Monad,,approved,2024-03-14,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Monad%20Pad%20KYC%20Certificate.png,,
Triforce Protocol,triforce-protocol,,,approved,2021-01-01,none,,,kyc-only,no,,,
Peezy,peezy,Ethereum,0x698b1d54e936b9f772b8f58447194bbc82ec1933,approved,2025-02-05,none,,,kyc-only,yes,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Peezy%20KYC%20Certificate.png,,
Finverse,finverse,BSC,0x11831ef7d63652df3f5421380b8823bdaa40e223,approved,2023-06-13,none,,,kyc-only,no,,,
Pizza Game,pizza-game,,0x6121191018baf067c6dc6b18d42329447a164f05,approved,2021-01-01,none,,,kyc-only,no,,,
RollerApp,rollerapp,,,approved,2023-03-28,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/RollerApp%20KYC%20Certificate.png,,
Monsterplay,monsterplay,,0xa9e87c8e0a0b5f406dafa5085fe0cf8e1ab948d5,approved,2021-01-01,none,,,kyc-only,no,,,
ArchieNeko,archieneko,,,approved,2023-01-22,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/ArchieNeko%20KYC%20Certificate.png,,
Quick Sync,quick-sync,Ethereum,0xebfa41da8978bb4554ef119c403e6cdb2e63aed3,approved,2025-01-28,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Quick%20Sync%20KYC%20Certificate.png,,
OpMentis AI,OpMentis-AI,Ethereum,0xeda8db2f0f8f00f0aedd6fdd756402ed86cd002f,approved,2024-11-08,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/OpMentis%20AI%20KYC%20Certificate.png,,
ShibaNFT.ai,shibanft-ai,,,approved,2023-03-05,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/ShibaNFT.ai%20KYC%20Certificate.png,,
UNISUS,unisus,Ethereum,,rejected,2023-06-05,none,,,rejected,no,,,
Cancel Gensler,cancel-gensler,BSC,0xd53956cb8ac74c27b9f33556a682d111050d7d5c,approved,2023-05-30,none,,,kyc-only,no,,,
Family,family,,,approved,2025-03-17,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Family%20KYC%20Certificate.png,,
skAInet404,skainet404,Bitrock,,approved,2024-04-26,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/skAInet404%20KYC%20Certificate.png,,
ApeBabyPanther,apebabypanther,,,approved,2021-01-01,none,,,kyc-only,no,,,
Hedge Reward Ecosystem,hedge-reward-ecosystem,BSC,,approved,2024-02-16,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Hedge%20Reward%20Ecosystem%20KYC%20Certificate.png,,
Metropolis,metropolis,,,rejected,2024-06-08,none,,,rejected,no,,,
Clober,clober,Monad,,approved,2025-11-08,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Clober%20KYC%20Certificate.png,,
Guardian Network,guardian-network,Ethereum,0x0188b1c1207fc71c259614e0c6d0fd15a01add72,none,,completed,2024-05-30,85,audit-only,yes,,https://github.com/Assure-DeFi/Audits/blob/main/GUARDIAN_ADV_05_30_24.pdf https://github.com/Assure-DeFi/Audits/blob/main/GG_GUARDIAN_ADV_05_01_26.pdf https://github.com/Assure-DeFi/Audits/blob/main/GG_GUARDIAN%20-%20ADV_04_15_26.pdf https://github.com/Assure-DeFi/Audits/blob/main/GUARDIAN_ADV_05_26_24.pdf,https://github.com/Assure-DeFi/Audit-Certificates/blob/main/GUARDIAN_ADV_05_30_24.png
Begoiko DAO,begoiko-dao,,,approved,2021-01-01,none,,,kyc-only,no,,,
zkSwap,zkswap,,0x1be1342c965fc978d6b0b431d695d5ab1b6c25cc,approved,2023-05-06,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/zkSwap%20KYC%20Certificate.png,,
SecureChain AI,securechain-ai,Ethereum,0x051a66a7750098fb1ec6548d36e275bb23749a78,rejected,2023-08-24,none,,,rejected,no,,,
Based Peaches,based-peaches,,0x8319767a7b602f88e376368dca1b92d38869b9b4,approved,2024-04-02,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Based%20Peaches%20KYC%20Certificate.png,,
Octavia,octavia,BSC,0x5d52ec2c250effe5736369594386d2dc1ba8f5a8,approved,2023-08-02,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Octavia%20KYC%20Certificate.png,,
MYTH,myth,Ethereum,,approved,2024-01-30,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/MYTH%20KYC%20Certificate.png,,
The Market Stalker,the-market-stalker,Ethereum,0x522ec96bced6dc26325120edf3931d34e417a620,approved,2025-07-25,none,,,kyc-only,yes,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/The%20Market%20Stalker%20-%20KYC%20Certificate.png,,
GenTools,gentools,BSC,,rejected,2022-12-15,none,,,rejected,no,,,
Edge,edge,Ethereum,,approved,2024-09-15,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Edge%20KYC%20Certificate.png,,
Neverland Finance,neverland-finance,,0x8ef50fa375fc64b9815e51f28f4b83c05d57ac43,approved,2021-01-01,none,,,kyc-only,no,,,
KUNOICHIX,kunoichix,,0x0b5ecbb411d8fe829e5eac253ee1f2dc05d8d1ae,approved,2021-01-01,none,,,kyc-only,no,,,
ZoneART,zoneart,,,approved,2021-01-01,none,,,kyc-only,no,,,
Gateway2Fortune,gateway2fortune,Ethereum,,approved,2025-02-12,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Gateway2Fortune%20KYC%20Certificate.png,,
BitDog,bitdog,Bitrock,0xa9fae95179ba375b0e7e6bcb4932fb484138c6e4,approved,2025-02-07,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/BitDog%20KYC%20Certificate.png,,
Shibillionaire,shibillionaire,Solana,6qw6ndfyvqhgyfjolnyk1j2vjzvsdlikhjauw9ajh6mp,approved,2025-04-19,completed,,,full,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Shibillionaire%20KYC%20Certificate.png,https://github.com/Assure-DeFi/Audits/blob/main/Shibillionaire_SOL_04_20_25.pdf https://github.com/Assure-DeFi/Audits/blob/main/Shibillionaire_SOL_04_16_25.pdf,https://github.com/Assure-DeFi/Audit-Certificates/blob/main/Shibillionaire_SOL_04_20_25.png
Guzzler,guzzler,,0x9f4909cc95fb870bf48c128c1fdbb5f482797632,approved,2021-01-01,none,,,kyc-only,no,,,
Platinum Finance,platinum-finance,,,approved,2021-01-01,none,,,kyc-only,no,,,
Vortex Exchange,vortex-exchange,Solana,cetmrsebcpysbwwq7vgdt2cmpesucx7t1vbepu4y8x2c,approved,2025-04-14,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Vortex%20Exchange%20KYC%20Certificate.png,,
TaoTao,taotao,BSC,,approved,2023-11-29,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/TaoTao%20KYC%20Certificate.png,,
SOTERIA,soteria,BSC,,approved,2023-07-06,none,,,kyc-only,no,,,
Degen Street Bets,degen-street-bets,,0x890bead2ecdd2eedff3d035f981b6a040c31cab7,approved,2022-08-22,none,,,kyc-only,no,,,
Blockchain Bets,blockchain-bets,Ethereum,0x2d886570a0da04885bfd6eb48ed8b8ff01a0eb7e,approved,2023-01-03,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Blockchain%20Bets%20KYC%20Certificate.png,,
Sins Finance,sins-finance,,0x23ba4272a5c5b5641c751521d57e3413c6703131,approved,2021-01-01,none,,,kyc-only,no,,,
Phenix Finance,phenix-finance,,0xcf322b554b6cfb668221d5b1979b6e4e58ab4dbc,approved,2022-04-20,none,,,kyc-only,no,,,
MONEY GROW ON TREES,money-grow-on-trees,,,approved,2022-04-25,none,,,kyc-only,no,,,
The Clan,the-clan,BSC,0xd9ea86b189e97c6119238d10fa940e23fb6bd073,approved,2023-08-12,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/The%20Clan%20KYC%20Certificate.png,,
MiniPanther DAO,minipanther-dao,,0x3264810174f577f82ddd4fd08818f368ac363505,approved,2021-01-01,none,,,kyc-only,no,,,
Bullish Node NFTs,bullish-node-nfts,,,approved,2021-01-01,none,,,kyc-only,no,,,
BitStubs,bitstubs,,0x54c890411e97755ca69321f28bed31cafbb3c5a0,approved,2023-04-03,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/BitStubs%20KYC%20Certificate.png,,
Midas DAO,midas-dao,,,approved,2021-01-01,none,,,kyc-only,no,,,
Pink Hippo,pink-hippo,BSC,0x0775b2429a23e24d3f206fc01986d3b68a3e9096,approved,2023-10-05,none,,,kyc-only,yes,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Pink%20Hippo%20KYC%20Certificate.png,,
Meme Heroes,meme-heroes,BSC,,approved,2023-11-25,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Meme%20Heroes%20KYC%20Certificate.png,,
Goldbit Casino,goldbit-casino,,,approved,2023-02-02,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Goldbit%20Casino%20KYC%20Certificate.png,,
Telepath8,telepath8,Solana,ggv2lcqsvjc2ofzfesnwbvw5afomknnx9r31ws2apump,approved,2025-11-07,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Telepath8%20KYC%20Certificate.png,,
WixCare,wixcare,,,approved,2023-05-24,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/WixCare%20KYC%20Certificate.png,,
Blink Galaxy,blink-galaxy,Base,0x701c8c09fe9f081f9be69ab9af8291c84c09389b,approved,2025-12-04,completed,,,full,no,,https://github.com/Assure-DeFi/Audits/blob/main/Blink%20Galaxy_ADV_12_6_25.pdf https://github.com/Assure-DeFi/Audits/blob/main/BlinkGalaxy_ADV_12_5_25%20.pdf,https://github.com/Assure-DeFi/Audit-Certificates/blob/main/Blink%20Galaxy_ADV_12_6_25.png
PepeAIBaby,pepeaibaby,,0x00110666e5b31db18630b0ff35423e9ab7c74073,approved,2023-05-24,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/PepeAIBaby%20KYC%20Certificate.png,,
ChappyGPT,chappygpt,,,approved,2023-05-31,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/ChappyGPT%20KYC%20Certificate.png,,
Tweet Money,tweet-money,Ethereum,0x004f747a91e05d0e2fbe8bf3cd39cdb2bcfab02c,approved,2024-12-31,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Tweet.Money%20KYC%20Certificate.png,,
Brockliens,brockliens,Bitrock,,approved,2024-04-22,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Brockliens%20KYC%20Certificate.png,,
Cryptify,cryptify,Ethereum,tba,approved,2024-08-02,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Cryptify%20KYC%20Certificate.png,,
UniCat Token,unicat-token,,0x87c0192b1b81b9550d495558aac9753972f6db0d,approved,2021-01-01,none,,,kyc-only,no,,,
Dominium DAO,dominium-dao,,0x0e2c818fea38e7df50410f772b7d59af20589a62,approved,2021-01-01,none,,,kyc-only,no,,,
Cool Monkeys,cool-monkeys,,,approved,2023-03-10,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Cool%20Monkeys%20KYC%20Certificate.png,,
Numpay,numpay,Tron,,approved,2025-08-15,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Numpay%20KYC%20Certificate.png,https://github.com/Assure-DeFi/Audits/blob/main/NUMPAY_ADV_08_01_25.pdf https://github.com/Assure-DeFi/Audits/blob/main/NUMPAY_ADV_07_26_25.pdf,
Dogscoin,dogscoin,Solana,,approved,2024-02-28,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Dogscoin%20KYC%20Certificate.png,,
Optrix Finance,optrix-finance,Ethereum,,approved,2024-10-23,none,,,kyc-only,no,https://github.com/Assure-DeFi/KYC-Certificates/blob/main/Optrix%20Finance%20KYC%20Certificate.png,,
